Transaction_ID,User_ID,Amount,Time,Location,Device_Type,Transaction_Mode,Frequency_in_24hrs,Beneficiary_Account_Age,Beneficiary_ID,IP_Address,User_Account_Age_Days,Transaction_Success,Login_Attempts_24hrs,Device_Change_Flag,Location_Change_Flag,App_Version,OS_Version,Transaction_Velocity,Attempt_to_Beneficiary_Ratio,Is_QR_Manipulated,Linked_Bank,Link_Clicked_From,Fraud_Type,Is_Fraud,Transaction_Date
TXN000011,U00778,1434.62,22:12,Indore,Tablet,UPI QR Code,3,4 years,B00011,192.168.42.5,223,1,2,0,0,3.4.9,iOS-9,3,0.24043341066504711,0,SBI,Social Media,None,0,2025-02-28 20:53:04.656906
TXN000012,U00627,193.41,23:50,Mumbai,Mobile,UPI ID,2,1 years,B00012,192.168.134.234,1936,1,2,0,0,3.9.0,MacOS-11,2,0.38374339025157944,0,PNB,Direct,None,0,2025-02-21 04:36:04.656906
TXN000013,U00868,439.95,02:43,Surat,Mobile,UPI Phone No,4,6 years,B00013,192.168.80.204,1234,1,2,0,0,5.2.2,MacOS-13,6,0.4276962540057936,0,HDFC,Social Media,None,0,2025-02-11 13:00:04.656906
TXN000014,U00258,2123.05,02:48,Kanpur,Mobile,UPI QR Code,5,7 years,B00014,192.168.39.6,717,1,1,0,0,3.4.2,iOS-8,8,0.20184126795514712,0,PNB,Social Media,None,0,2025-02-17 18:21:04.656906
TXN000015,U00770,24329.77,15:08,Surat,Mobile,UPI Link,35,0,B00015,192.168.202.104,0,1,0,0,0,3.0.2,Android-14,18,0.0,0,ICICI,Email,Remote_Access,1,2025-02-21 10:37:04.656906
TXN000016,U00160,159.17,09:17,Nagpur,Desktop,UPI Link,3,1 years,B00016,192.168.114.39,486,1,2,0,0,5.3.9,Android-12,7,0.17680027243992696,0,HDFC,Direct,None,0,2025-02-02 18:28:04.656906
TXN000017,U00745,4576.65,15:29,Surat,Mobile,UPI Phone No,4,6 years,B00017,192.168.64.197,1576,1,1,0,0,1.5.7,iOS-15,5,0.29491942860706755,0,Kotak,Social Media,None,0,2025-02-10 04:02:04.656906
TXN000018,U00157,1820.17,10:56,Bangalore,Mobile,UPI QR Code,5,2 years,B00018,192.168.61.183,1323,1,2,0,0,1.0.9,iOS-11,6,0.20749930477847714,0,Axis,Direct,None,0,2025-02-10 17:20:04.656906
TXN000019,U00266,23604.2,04:08,Bangalore,Tablet,UPI ID,27,0,B00019,192.168.91.166,0,1,0,0,0,3.0.1,Windows-11,17,0.0,0,PNB,Direct,Remote_Access,1,2025-02-12 17:01:04.656906
TXN000020,U00845,321.63,06:36,Mumbai,Mobile,UPI Phone No,0,9 years,B00020,192.168.105.93,1678,1,1,0,0,1.3.4,MacOS-14,8,0.15751346586797108,0,Axis,Direct,None,0,2025-02-01 23:57:04.656906
TXN000021,U00618,30284.66,05:38,Indore,Desktop,UPI ID,3,8 days,B00021,192.168.29.251,0,1,0,0,0,1.3.2,Android-12,0,0.0,0,Yes Bank,Email,Deepfake_Impersonation,1,2025-02-18 10:35:04.656906
TXN000022,U00646,22063.58,12:15,Lucknow,Tablet,UPI Intent,25,0,B00022,192.168.140.4,0,1,7,1,1,3.8.5,MacOS-14,0,0.0,0,SBI,Messaging App,SIM_Swap,1,2025-02-14 22:07:04.656906
TXN000023,U00735,24207.88,20:05,Surat,Desktop,UPI QR Code,8,0,B00023,192.168.42.243,0,1,6,1,1,3.0.1,MacOS-14,0,0.0,0,HDFC,Social Media,SIM_Swap,1,2025-01-31 23:06:04.656906
TXN000024,U00493,2531.4,02:31,Thane,Mobile,UPI QR Code,4,5 years,B00024,192.168.235.96,705,1,2,0,0,2.6.6,iOS-12,7,0.18100685371278705,0,Kotak,Social Media,None,0,2025-02-17 14:30:04.656906
TXN000025,U00954,358.34,06:04,Pune,Mobile,UPI Phone No,1,9 years,B00025,192.168.83.52,294,1,2,0,0,4.0.2,MacOS-15,6,0.2821938664854689,0,ICICI,Direct,None,0,2025-03-01 12:23:04.656906
TXN000026,U00799,8782.75,19:58,Delhi,IoT Device,UPI ID,9,0,B00026,192.168.167.192,0,1,0,0,0,4.0.9,Android-8,0,0.0,0,HDFC,Email,Social_Engineering,1,2025-02-17 03:48:04.656906
TXN000027,U00656,569.12,21:15,Kanpur,Mobile,UPI Phone No,3,7 years,B00027,192.168.231.57,1499,1,1,0,0,4.9.7,Android-12,6,0.1518277175509133,0,Kotak,SMS,None,0,2025-01-30 14:44:04.656906
TXN000028,U00333,18028.37,20:20,Surat,IoT Device,UPI ID,4,0,B00028,192.168.146.112,0,1,0,0,0,5.2.8,iOS-9,0,0.0,0,ICICI,Social Media,Social_Engineering,1,2025-02-23 15:52:04.656906
TXN000029,U00254,5616.23,12:42,Thane,IoT Device,UPI QR Code,1,9 years,B00029,192.168.60.111,416,1,1,0,0,1.8.7,Windows-10,6,0.43085504726623414,0,Yes Bank,Email,None,0,2025-02-01 02:32:04.656906
TXN000030,U00605,554.77,06:32,Pune,Desktop,UPI Phone No,3,7 years,B00030,192.168.24.67,1514,1,1,0,0,5.9.2,MacOS-12,1,0.33465212877269557,0,ICICI,SMS,None,0,2025-01-31 06:38:04.656906
TXN000031,U00034,74.2,21:39,Surat,Desktop,UPI Intent,2,1 years,B00031,192.168.147.207,1185,1,2,0,0,3.4.7,Android-8,2,0.46516058090378243,0,PNB,Social Media,None,0,2025-02-20 02:48:04.656906
TXN000032,U00731,979.56,10:52,Surat,Desktop,UPI Phone No,3,9 years,B00032,192.168.23.0,1848,1,2,0,0,3.8.1,MacOS-11,3,0.2658651513919106,0,SBI,Messaging App,None,0,2025-02-28 05:33:04.656906
TXN000033,U00037,62454.2,23:33,Hyderabad,Tablet,UPI ID,2,7 days,B00033,192.168.191.30,0,1,0,0,0,4.0.7,MacOS-10,0,0.0,0,Axis,Direct,Deepfake_Impersonation,1,2025-02-10 08:13:04.656906
TXN000034,U00606,622.11,20:44,Ahmedabad,Mobile,UPI Phone No,2,6 years,B00034,192.168.249.234,1515,1,2,0,0,3.4.1,Android-15,2,0.35645340438014583,0,Axis,Email,None,0,2025-02-08 05:37:04.656906
TXN000035,U00919,2514.42,09:29,Ahmedabad,Mobile,UPI ID,5,3 years,B00035,192.168.155.20,1063,1,1,0,0,4.2.0,Windows-14,2,0.16497461344974346,0,Kotak,Email,None,0,2025-02-22 02:45:04.656906
TXN000036,U00459,731.07,05:07,Ahmedabad,IoT Device,UPI ID,6,1 years,B00036,192.168.223.177,1456,1,1,0,0,2.6.9,MacOS-13,9,0.49415471180038806,0,Axis,Email,None,0,2025-02-11 19:18:04.656906
TXN000037,U00033,5141.66,18:18,Kanpur,Desktop,UPI Phone No,6,1 years,B00037,192.168.41.164,192,1,1,0,0,5.8.5,Android-9,9,0.18295379042838,0,ICICI,Messaging App,None,0,2025-02-09 16:14:04.656906
TXN000038,U00760,681.62,13:07,Delhi,Tablet,UPI Phone No,3,10 years,B00038,192.168.228.144,1077,1,2,0,0,4.6.6,iOS-8,5,0.3690392571903508,0,SBI,Social Media,None,0,2025-02-05 23:01:04.656906
TXN000039,U00655,454.13,09:06,Delhi,Desktop,UPI Intent,2,3 years,B00039,192.168.117.58,863,1,2,0,0,2.3.2,iOS-12,8,0.28028082321840453,0,Kotak,Messaging App,None,0,2025-02-03 03:46:04.656906
TXN000040,U00279,3001.9,13:52,Chennai,Desktop,UPI Phone No,2,10 years,B00040,192.168.122.75,612,1,2,0,0,4.0.3,Windows-11,2,0.4969834240482347,0,SBI,Messaging App,None,0,2025-02-14 16:01:04.656906
TXN000041,U00861,477.26,19:57,Kanpur,IoT Device,UPI Phone No,7,2 years,B00041,192.168.194.151,163,1,1,0,0,5.0.2,iOS-12,4,0.24045377689417138,0,Kotak,Social Media,None,0,2025-02-06 03:24:04.656906
TXN000042,U00156,17190.56,20:02,Kanpur,IoT Device,UPI QR Code,17,28 days,B00042,192.168.0.113,0,1,0,0,0,1.7.2,iOS-8,0,0.0,1,Axis,SMS,Phishing,1,2025-02-13 08:13:04.656906
TXN000043,U00204,1509.18,00:35,Thane,IoT Device,UPI Link,2,1 years,B00043,192.168.189.62,1413,1,1,0,0,2.0.6,Windows-12,6,0.25338380070587696,0,SBI,Direct,None,0,2025-02-19 06:43:04.656906
TXN000044,U00830,2117.18,02:00,Bangalore,Tablet,UPI Link,8,4 years,B00044,192.168.189.82,1932,1,1,0,0,1.8.4,Android-9,8,0.30159535709428625,0,ICICI,Email,None,0,2025-02-07 04:48:04.656906
TXN000045,U00406,5316.82,00:58,Delhi,Tablet,UPI QR Code,16,6 days,B00045,192.168.108.246,0,1,0,0,0,1.2.2,Android-13,0,0.0,1,HDFC,Email,Phishing,1,2025-03-01 00:00:04.656906
TXN000046,U00743,1477.68,00:27,Jaipur,IoT Device,UPI Phone No,4,2 years,B00046,192.168.138.182,427,1,1,0,0,2.3.0,Android-9,3,0.10369811077855742,0,HDFC,Messaging App,None,0,2025-02-03 20:12:04.656906
TXN000047,U00876,4149.31,19:36,Mumbai,Tablet,UPI Link,2,8 years,B00047,192.168.164.228,1946,1,1,0,0,4.0.5,Windows-10,2,0.18276546866870286,0,SBI,Email,None,0,2025-02-01 22:05:04.656906
TXN000048,U00827,1795.51,19:36,Surat,Mobile,UPI QR Code,2,5 years,B00048,192.168.130.246,1445,1,2,0,0,5.3.0,Android-13,6,0.4745459872279322,0,HDFC,Social Media,None,0,2025-02-06 01:09:04.656906
TXN000049,U00081,106.93,13:51,Jaipur,Mobile,UPI QR Code,2,9 years,B00049,192.168.162.197,614,1,2,0,0,5.1.3,Android-12,6,0.4107942030505408,0,Yes Bank,Email,None,0,2025-01-30 18:21:04.656906
TXN000050,U00876,3896.47,23:18,Delhi,Tablet,UPI QR Code,1,10 years,B00050,192.168.51.217,1063,1,2,0,0,3.8.1,Android-9,7,0.19077812378082754,0,Axis,Email,None,0,2025-02-06 03:21:04.656906
TXN000051,U00661,654.06,07:07,Delhi,Mobile,UPI Link,0,2 years,B00051,192.168.165.230,1428,1,1,0,0,3.9.5,Android-15,6,0.16575843285512826,0,ICICI,Email,None,0,2025-02-25 08:59:04.656906
TXN000052,U00811,1142.8,08:23,Mumbai,Tablet,UPI ID,1,6 years,B00052,192.168.84.185,1746,1,1,0,0,4.9.1,iOS-10,6,0.4020949490238961,0,Axis,Social Media,None,0,2025-02-21 10:34:04.656906
TXN000053,U00109,5746.23,08:01,Hyderabad,IoT Device,UPI ID,4,9 years,B00053,192.168.190.178,1298,1,1,0,0,1.3.2,iOS-13,1,0.43922398938633334,0,SBI,SMS,None,0,2025-02-13 23:36:04.656906
TXN000054,U00558,16320.67,12:50,Ahmedabad,IoT Device,UPI ID,4,7 days,B00054,192.168.224.48,0,1,0,0,0,3.4.8,Windows-9,0,0.0,0,HDFC,Messaging App,Deepfake_Impersonation,1,2025-02-12 20:59:04.656906
TXN000055,U00568,32512.01,09:18,Mumbai,Desktop,UPI ID,3,5 days,B00055,192.168.111.241,0,1,0,0,0,1.7.4,Android-14,0,0.0,0,Yes Bank,Direct,Deepfake_Impersonation,1,2025-02-03 03:45:04.656906
TXN000056,U00752,11900.48,00:25,Pune,IoT Device,UPI QR Code,21,19 days,B00056,192.168.4.216,0,1,0,0,0,2.7.1,MacOS-11,0,0.0,1,Kotak,Social Media,Phishing,1,2025-02-28 00:50:04.656906
TXN000057,U00275,1178.63,18:28,Delhi,Tablet,UPI Phone No,3,3 years,B00057,192.168.2.20,1301,1,2,0,0,3.2.9,Windows-8,2,0.3450498926710516,0,ICICI,Email,None,0,2025-02-28 09:18:04.656906
TXN000058,U00670,573.82,17:42,Kolkata,Tablet,UPI ID,0,1 years,B00058,192.168.95.230,1931,1,1,0,0,3.1.9,Android-10,9,0.48875897095420473,0,ICICI,Messaging App,None,0,2025-02-28 10:48:04.656906
TXN000059,U00495,272.66,23:58,Jaipur,Mobile,UPI ID,6,9 years,B00059,192.168.233.202,1716,1,1,0,0,4.1.4,Android-13,1,0.3130854612093486,0,PNB,Social Media,None,0,2025-02-19 06:37:04.656906
TXN000060,U00089,1348.63,15:42,Bangalore,IoT Device,UPI ID,3,5 years,B00060,192.168.65.118,467,1,1,0,0,2.3.1,MacOS-11,4,0.21834691334050974,0,ICICI,Email,None,0,2025-02-03 14:57:04.656906
TXN000061,U00707,4201.5,17:48,Kanpur,IoT Device,UPI QR Code,6,2 years,B00061,192.168.146.244,998,1,2,0,0,3.5.8,Windows-13,2,0.31739609002804725,0,Kotak,Email,None,0,2025-02-11 07:51:04.656906
TXN000062,U00178,11301.38,01:02,Nagpur,Mobile,UPI Intent,29,0,B00062,192.168.229.195,0,1,0,0,0,3.0.8,MacOS-10,15,0.0,0,Axis,Social Media,Remote_Access,1,2025-02-25 03:27:04.656906
TXN000063,U00456,770.85,04:06,Lucknow,Tablet,UPI Phone No,4,3 years,B00063,192.168.172.13,794,1,1,0,0,3.4.0,iOS-13,2,0.15120168009058654,0,Kotak,Messaging App,None,0,2025-02-15 12:16:04.656906
TXN000064,U00954,8526.68,14:45,Lucknow,Mobile,UPI QR Code,17,15 days,B00064,192.168.207.96,0,1,0,0,0,1.5.3,iOS-10,0,0.0,1,ICICI,SMS,Phishing,1,2025-02-04 18:33:04.656906
TXN000065,U00323,20181.52,21:46,Ahmedabad,IoT Device,UPI QR Code,23,0,B00065,192.168.47.124,0,1,0,0,0,3.0.8,Android-14,24,0.0,0,Axis,SMS,Remote_Access,1,2025-02-02 23:24:04.656906
TXN000066,U00278,32985.58,04:28,Mumbai,IoT Device,UPI ID,21,0,B00066,192.168.210.198,0,1,6,1,1,3.8.2,MacOS-10,0,0.0,0,Axis,Direct,SIM_Swap,1,2025-02-19 06:19:04.656906
TXN000067,U00186,92764.6,07:45,Thane,Tablet,UPI ID,3,2 days,B00067,192.168.1.106,0,1,0,0,0,3.4.7,iOS-12,0,0.0,0,PNB,Social Media,Deepfake_Impersonation,1,2025-02-21 01:23:04.656906
TXN000068,U00198,83.6,21:48,Jaipur,Tablet,UPI ID,6,7 years,B00068,192.168.165.8,1146,1,2,0,0,1.6.1,Windows-8,8,0.31812355486662314,0,Axis,Direct,None,0,2025-02-04 20:39:04.656906
TXN000069,U00785,35033.28,00:04,Lucknow,Tablet,UPI QR Code,19,0,B00069,192.168.75.126,0,1,7,1,1,2.1.2,Windows-8,0,0.0,0,ICICI,Messaging App,SIM_Swap,1,2025-02-13 14:22:04.656906
TXN000070,U00835,35625.91,01:42,Hyderabad,IoT Device,UPI Link,25,0,B00070,192.168.17.232,0,1,6,1,1,3.9.6,Windows-13,0,0.0,0,Yes Bank,SMS,SIM_Swap,1,2025-02-05 14:08:04.656906
TXN000071,U00349,235.31,05:30,Ahmedabad,IoT Device,UPI QR Code,4,8 years,B00071,192.168.19.191,187,1,2,0,0,4.2.5,Android-14,4,0.1260819602728098,0,HDFC,Social Media,None,0,2025-02-08 00:17:04.656906
TXN000072,U00801,350.91,02:48,Bangalore,IoT Device,UPI Phone No,3,1 years,B00072,192.168.69.69,189,1,1,0,0,5.2.3,iOS-8,6,0.19784353530291945,0,Yes Bank,Messaging App,None,0,2025-01-30 09:56:04.656906
TXN000073,U00441,85.89,18:53,Kanpur,Desktop,UPI Intent,2,1 years,B00073,192.168.84.50,456,1,1,0,0,4.9.0,Windows-15,8,0.10460126605464498,0,Yes Bank,Direct,None,0,2025-02-11 19:30:04.656906
TXN000074,U00999,5001.22,20:23,Pune,Tablet,UPI Link,4,10 years,B00074,192.168.231.72,1098,1,1,0,0,3.0.8,Android-15,1,0.49062855696098484,0,Yes Bank,Social Media,None,0,2025-02-11 18:04:04.656906
TXN000075,U00526,63649.2,12:10,Kanpur,Desktop,UPI ID,4,4 days,B00075,192.168.247.229,0,1,0,0,0,4.0.4,Windows-10,0,0.0,0,SBI,Social Media,Deepfake_Impersonation,1,2025-02-14 01:49:04.656906
TXN000076,U00163,3879.81,14:22,Pune,Mobile,UPI Intent,3,6 years,B00076,192.168.133.129,1171,1,2,0,0,2.7.9,Android-15,9,0.47472974203086893,0,SBI,Direct,None,0,2025-03-01 17:05:04.656906
TXN000077,U00914,2330.89,02:18,Jaipur,IoT Device,UPI ID,2,9 years,B00077,192.168.243.87,1591,1,1,0,0,5.0.3,iOS-9,5,0.25501326984415235,0,Kotak,Social Media,None,0,2025-02-23 14:25:04.656906
TXN000078,U00418,1772.4,02:53,Indore,IoT Device,UPI ID,0,1 years,B00078,192.168.8.245,1943,1,1,0,0,1.4.7,Windows-8,9,0.20133684262247367,0,Kotak,SMS,None,0,2025-02-02 21:31:04.656906
TXN000079,U00101,1760.43,20:04,Chennai,IoT Device,UPI ID,7,0,B00079,192.168.154.169,0,1,0,0,0,5.7.3,Android-9,0,0.0,0,Yes Bank,Messaging App,Social_Engineering,1,2025-02-06 23:51:04.656906
TXN000080,U00390,35398.53,08:45,Bangalore,Mobile,UPI ID,18,0,B00080,192.168.174.51,0,1,9,1,1,5.0.5,Windows-14,0,0.0,0,Axis,Social Media,SIM_Swap,1,2025-02-20 20:12:04.656906
TXN000081,U00741,1262.85,17:09,Ahmedabad,Tablet,UPI Link,3,6 years,B00081,192.168.231.189,1740,1,1,0,0,3.7.7,MacOS-12,7,0.20918145104607408,0,Axis,Messaging App,None,0,2025-02-24 16:04:04.656906
TXN000082,U00835,55563.07,22:58,Hyderabad,Tablet,UPI ID,2,1 days,B00082,192.168.82.134,0,1,0,0,0,3.9.4,iOS-8,0,0.0,0,ICICI,Email,Deepfake_Impersonation,1,2025-02-14 11:13:04.656906
TXN000083,U00365,4605.4,22:34,Kolkata,Tablet,UPI ID,3,9 years,B00083,192.168.33.88,148,1,2,0,0,5.9.1,iOS-11,1,0.1571520262544185,0,HDFC,Email,None,0,2025-02-01 11:46:04.656906
TXN000084,U00945,4089.16,20:47,Nagpur,Tablet,UPI ID,1,1 years,B00084,192.168.210.142,1338,1,2,0,0,3.7.2,Windows-15,6,0.2716201903500921,0,HDFC,Messaging App,None,0,2025-02-14 22:01:04.656906
TXN000085,U00332,36328.49,22:46,Jaipur,Desktop,UPI Phone No,11,0,B00085,192.168.33.109,0,1,3,1,1,2.9.7,Windows-12,0,0.0,0,Kotak,SMS,SIM_Swap,1,2025-02-26 06:05:04.656906
TXN000086,U00772,37393.09,15:13,Ahmedabad,Desktop,UPI Link,15,0,B00086,192.168.229.87,0,1,4,1,1,5.3.8,iOS-13,0,0.0,0,Kotak,Direct,SIM_Swap,1,2025-02-10 12:47:04.656906
TXN000087,U00174,2271.05,09:19,Nagpur,Desktop,UPI QR Code,2,3 years,B00087,192.168.154.138,1033,1,1,0,0,2.7.1,Android-13,2,0.214226256337413,0,Axis,SMS,None,0,2025-02-18 17:38:04.656906
TXN000088,U00249,16158.05,01:37,Jaipur,Desktop,UPI Link,12,12 days,B00088,192.168.132.180,0,1,0,0,0,3.6.5,Windows-12,0,0.0,1,Axis,SMS,Phishing,1,2025-02-19 08:48:04.656906
TXN000089,U00793,153.75,11:14,Nagpur,Mobile,UPI Intent,0,8 years,B00089,192.168.35.150,514,1,2,0,0,4.3.0,Windows-12,3,0.11891510960273935,0,HDFC,Messaging App,None,0,2025-02-25 23:56:04.656906
TXN000090,U00151,3543.63,07:53,Delhi,Tablet,UPI Intent,2,2 years,B00090,192.168.179.174,472,1,2,0,0,5.5.3,Windows-12,7,0.34823230018518864,0,HDFC,Messaging App,None,0,2025-02-11 16:11:04.656906
TXN000091,U00259,904.46,09:45,Indore,Mobile,UPI QR Code,3,7 years,B00091,192.168.222.177,1678,1,1,0,0,3.0.2,Windows-9,3,0.17025145007161202,0,HDFC,SMS,None,0,2025-02-05 00:15:04.656906
TXN000092,U00892,358.86,22:11,Kanpur,IoT Device,UPI ID,6,3 years,B00092,192.168.231.91,214,1,1,0,0,1.6.8,Android-13,8,0.436569574950494,0,Yes Bank,SMS,None,0,2025-02-15 22:55:04.656906
TXN000093,U00190,903.89,03:07,Nagpur,Tablet,UPI Intent,3,5 years,B00093,192.168.213.62,1141,1,2,0,0,4.5.7,Windows-8,8,0.18215077967600968,0,PNB,Social Media,None,0,2025-01-30 15:46:04.656906
TXN000094,U00578,3659.62,18:22,Bangalore,Mobile,UPI QR Code,4,6 years,B00094,192.168.146.104,172,1,2,0,0,1.0.6,iOS-15,4,0.200871930205023,0,Kotak,Messaging App,None,0,2025-02-17 11:33:04.656906
TXN000095,U00654,971.3,12:34,Surat,Desktop,UPI Phone No,4,10 years,B00095,192.168.209.140,1704,1,1,0,0,2.9.3,MacOS-8,1,0.4598477898472252,0,PNB,Social Media,None,0,2025-02-27 00:24:04.656906
TXN000096,U00708,13332.32,07:15,Kanpur,IoT Device,UPI ID,24,0,B00096,192.168.75.139,0,1,6,1,1,5.3.5,Windows-10,0,0.0,0,Kotak,Direct,SIM_Swap,1,2025-02-21 04:01:04.656906
TXN000097,U00010,2815.89,08:49,Kanpur,Desktop,UPI ID,4,9 years,B00097,192.168.107.143,1940,1,1,0,0,2.1.6,Android-12,1,0.2212811706589827,0,Axis,Direct,None,0,2025-02-20 08:51:04.656906
TXN000098,U00302,28987.67,05:34,Thane,Mobile,UPI QR Code,16,0,B00098,192.168.101.197,0,1,4,1,1,4.6.8,MacOS-13,0,0.0,0,Yes Bank,Email,SIM_Swap,1,2025-02-07 11:22:04.656906
TXN000099,U00430,12380.53,20:10,Chennai,Desktop,UPI QR Code,21,0,B00099,192.168.182.149,0,1,5,1,1,2.4.6,Android-10,0,0.0,0,ICICI,SMS,SIM_Swap,1,2025-02-10 07:19:04.656906
TXN000100,U00228,1266.48,01:13,Nagpur,Tablet,UPI Link,3,3 years,B00100,192.168.55.232,1068,1,2,0,0,2.6.1,Windows-13,7,0.2812781290894924,0,HDFC,Social Media,None,0,2025-02-07 22:55:04.656906
TXN000101,U00985,1924.17,18:56,Kanpur,Mobile,UPI Link,3,5 years,B00101,192.168.118.234,574,1,2,0,0,3.6.1,Android-14,3,0.3546642746821457,0,HDFC,Email,None,0,2025-02-07 23:43:04.656906
TXN000102,U00239,3473.77,22:42,Jaipur,Desktop,UPI ID,1,7 years,B00102,192.168.60.126,258,1,1,0,0,1.2.2,iOS-9,4,0.3805790986823848,0,Kotak,Email,None,0,2025-02-13 21:45:04.656906
TXN000103,U00889,485.02,20:54,Kanpur,Desktop,UPI ID,1,6 years,B00103,192.168.18.82,1860,1,1,0,0,1.0.3,iOS-9,7,0.3435934748938313,0,PNB,Email,None,0,2025-02-03 03:06:04.656906
TXN000104,U00574,77816.42,15:16,Nagpur,IoT Device,UPI ID,3,8 days,B00104,192.168.181.202,0,1,0,0,0,5.6.2,MacOS-8,0,0.0,0,SBI,Email,Deepfake_Impersonation,1,2025-02-10 00:48:04.656906
TXN000105,U00398,747.63,02:40,Jaipur,Tablet,UPI ID,4,8 years,B00105,192.168.4.147,1811,1,1,0,0,5.3.1,Windows-15,2,0.35664342398971194,0,HDFC,Direct,None,0,2025-02-02 19:36:04.656906
TXN000106,U00432,2593.55,18:24,Indore,IoT Device,UPI ID,6,8 years,B00106,192.168.20.156,510,1,2,0,0,3.8.3,Android-14,6,0.32129377262576897,0,Kotak,Email,None,0,2025-02-15 07:59:04.656906
TXN000107,U00854,2332.52,09:18,Indore,Tablet,UPI Phone No,6,9 years,B00107,192.168.179.65,1781,1,1,0,0,1.9.6,iOS-14,1,0.4410193988123383,0,SBI,Social Media,None,0,2025-02-13 08:22:04.656906
TXN000108,U00831,6338.97,01:00,Hyderabad,IoT Device,UPI Link,3,2 years,B00108,192.168.252.18,534,1,2,0,0,3.2.8,iOS-10,8,0.36515233757900356,0,Yes Bank,Email,None,0,2025-01-30 21:44:04.656906
TXN000109,U00476,898.83,08:49,Indore,Mobile,UPI Intent,5,5 years,B00109,192.168.72.94,1818,1,1,0,0,5.4.7,iOS-8,9,0.41239666429905664,0,Kotak,SMS,None,0,2025-02-07 05:48:04.656906
TXN000110,U00965,150.35,18:42,Jaipur,Tablet,UPI Link,3,4 years,B00110,192.168.11.42,1599,1,1,0,0,4.1.0,Android-13,4,0.2871164637268931,0,ICICI,Social Media,None,0,2025-02-09 23:16:04.656906
TXN000111,U00143,4762.66,23:11,Kolkata,Desktop,UPI QR Code,0,8 years,B00111,192.168.113.21,1396,1,2,0,0,1.9.6,Android-8,2,0.4595476684706685,0,Axis,Messaging App,None,0,2025-01-30 01:37:04.656906
TXN000112,U00087,2944.69,05:30,Hyderabad,IoT Device,UPI QR Code,6,2 years,B00112,192.168.86.170,1248,1,1,0,0,1.0.8,Windows-8,8,0.4881525145319885,0,SBI,Email,None,0,2025-02-22 23:48:04.656906
